ReactionSMILES	reaction name	reactionSMARTS	reacting substructures	product substructures
O=C(CO)[C@@H](O)[C@H](O)CO.[OH-]>>OC=C(O)[C@@H](O)[C@H](O)CO.[OH-]	deprotonation-t1	[$([C&h]C=O)&!$([C&h](-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch]C=O)!$([Ch](CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO.[OH-]>>OC=C(O)[C@@H](O)[C@H](O)[C@@H](O)CO.[OH-]	deprotonation-t1	[$([C&h]C=O)&!$([C&h](-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch]C=O)!$([Ch](CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO.[OH-]>>OC=C(O)[C@@H](O)[C@H](O)[C@H](O)CO.[OH-]	deprotonation-t1	[$([C&h]C=O)&!$([C&h](-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch]C=O)!$([Ch](CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@@H](O)C(O)(CO)CO.[OH-]>>OC=C(O)[C@@H](O)C(O)(CO)CO.[OH-]	deprotonation-t1	[$([C&h]C=O)&!$([C&h](-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch]C=O)!$([Ch](CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@@H](O)[C@@H](O)[C@@H](O)CO.[OH-]>>OC=C(O)[C@@H](O)[C@@H](O)[C@@H](O)CO.[OH-]	deprotonation-t1	[$([C&h]C=O)&!$([C&h](-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch]C=O)!$([Ch](CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO.[OH-]>>OC=C(O)[C@@H](O)[C@@H](O)[C@H](O)CO.[OH-]	deprotonation-t1	[$([C&h]C=O)&!$([C&h](-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch]C=O)!$([Ch](CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@H](O)[C@H](O)[C@@H](O)CO.[OH-]>>OC=C(O)[C@H](O)[C@H](O)[C@@H](O)CO.[OH-]	deprotonation-t1	[$([C&h]C=O)&!$([C&h](-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch]C=O)!$([Ch](CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@H](O)[C@H](O)[C@H](O)CO.[OH-]>>OC=C(O)[C@H](O)[C@H](O)[C@H](O)CO.[OH-]	deprotonation-t1	[$([C&h]C=O)&!$([C&h](-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch]C=O)!$([Ch](CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@H](O)C(O)(CO)CO.[OH-]>>OC=C(O)[C@H](O)C(O)(CO)CO.[OH-]	deprotonation-t1	[$([C&h]C=O)&!$([C&h](-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch]C=O)!$([Ch](CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@H](O)[C@@H](O)[C@@H](O)CO.[OH-]>>OC=C(O)[C@H](O)[C@@H](O)[C@@H](O)CO.[OH-]	deprotonation-t1	[$([C&h]C=O)&!$([C&h](-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch]C=O)!$([Ch](CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@H](O)[C@@H](O)[C@H](O)CO.[OH-]>>OC=C(O)[C@H](O)[C@@H](O)[C@H](O)CO.[OH-]	deprotonation-t1	[$([C&h]C=O)&!$([C&h](-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch]C=O)!$([Ch](CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@H](O)CO.[OH-]>>OCC(O)=C(O)CO.[OH-]	deprotonation-t2	[$([C&h](-,:CO)C=O)&!$([C&h](-,:C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](CO)C=O)!$([Ch](C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@@H](O)CO.[OH-]>>OCC(O)=C(O)CO.[OH-]	deprotonation-t2	[$([C&h](-,:CO)C=O)&!$([C&h](-,:C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](CO)C=O)!$([Ch](C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@@H](O)CO)[C@H](O)CO.[OH-]>>OCC(O)=C(O)[C@H](O)CO.[OH-]	deprotonation-t2	[$([C&h](-,:CO)C=O)&!$([C&h](-,:C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](CO)C=O)!$([Ch](C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@@H](O)CO)[C@H](O)CO.[OH-]>>OCC(O)=C(O)[C@@H](O)CO.[OH-]	deprotonation-t2	[$([C&h](-,:CO)C=O)&!$([C&h](-,:C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](CO)C=O)!$([Ch](C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@@H](O)CO)[C@@H](O)CO.[OH-]>>OCC(O)=C(O)[C@@H](O)CO.[OH-]	deprotonation-t2	[$([C&h](-,:CO)C=O)&!$([C&h](-,:C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](CO)C=O)!$([Ch](C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@@H](O)CO)[C@H](O)[C@@H](O)CO.[OH-]>>OCC(O)=C(O)[C@H](O)[C@@H](O)CO.[OH-]	deprotonation-t2	[$([C&h](-,:CO)C=O)&!$([C&h](-,:C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](CO)C=O)!$([Ch](C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@@H](O)CO)[C@H](O)[C@H](O)CO.[OH-]>>OCC(O)=C(O)[C@H](O)[C@H](O)CO.[OH-]	deprotonation-t2	[$([C&h](-,:CO)C=O)&!$([C&h](-,:C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](CO)C=O)!$([Ch](C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@@H](O)CO)[C@@H](O)[C@@H](O)CO.[OH-]>>OCC(O)=C(O)[C@@H](O)[C@@H](O)CO.[OH-]	deprotonation-t2	[$([C&h](-,:CO)C=O)&!$([C&h](-,:C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](CO)C=O)!$([Ch](C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@@H](O)CO)[C@@H](O)[C@H](O)CO.[OH-]>>OCC(O)=C(O)[C@@H](O)[C@H](O)CO.[OH-]	deprotonation-t2	[$([C&h](-,:CO)C=O)&!$([C&h](-,:C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](CO)C=O)!$([Ch](C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@H](O)CO)[C@H](O)CO.[OH-]>>OCC(O)=C(O)[C@H](O)CO.[OH-]	deprotonation-t2	[$([C&h](-,:CO)C=O)&!$([C&h](-,:C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](CO)C=O)!$([Ch](C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@H](O)CO)[C@H](O)[C@@H](O)CO.[OH-]>>OCC(O)=C(O)[C@H](O)[C@@H](O)CO.[OH-]	deprotonation-t2	[$([C&h](-,:CO)C=O)&!$([C&h](-,:C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](CO)C=O)!$([Ch](C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@H](O)CO)[C@H](O)[C@H](O)CO.[OH-]>>OCC(O)=C(O)[C@H](O)[C@H](O)CO.[OH-]	deprotonation-t2	[$([C&h](-,:CO)C=O)&!$([C&h](-,:C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](CO)C=O)!$([Ch](C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@@H](O)[C@@H](O)CO)[C@H](O)CO.[OH-]>>OCC(O)=C(O)[C@@H](O)[C@@H](O)CO.[OH-]	deprotonation-t2	[$([C&h](-,:CO)C=O)&!$([C&h](-,:C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](CO)C=O)!$([Ch](C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@@H](O)[C@H](O)CO)[C@H](O)CO.[OH-]>>OCC(O)=C(O)[C@@H](O)[C@H](O)CO.[OH-]	deprotonation-t2	[$([C&h](-,:CO)C=O)&!$([C&h](-,:C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](CO)C=O)!$([Ch](C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@H](O)[C@@H](O)CO.[OH-]>>OCC(O)=C(O)[C@@H](O)CO.[OH-]	deprotonation-t3	[$([C&h](-,:C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)CO)C=O)!$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@H](O)[C@H](O)CO.[OH-]>>OCC(O)=C(O)[C@H](O)CO.[OH-]	deprotonation-t3	[$([C&h](-,:C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)CO)C=O)!$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@@H](O)[C@@H](O)CO.[OH-]>>OCC(O)=C(O)[C@@H](O)CO.[OH-]	deprotonation-t3	[$([C&h](-,:C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)CO)C=O)!$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@@H](O)[C@H](O)CO.[OH-]>>OCC(O)=C(O)[C@H](O)CO.[OH-]	deprotonation-t3	[$([C&h](-,:C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)CO)C=O)!$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@@H](O)CO)[C@H](O)[C@@H](O)CO.[OH-]>>OC[C@H](O)C(O)=C(O)[C@@H](O)CO.[OH-]	deprotonation-t3	[$([C&h](-,:C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)CO)C=O)!$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@@H](O)CO)[C@H](O)[C@H](O)CO.[OH-]>>OC[C@H](O)C(O)=C(O)[C@H](O)CO.[OH-]	deprotonation-t3	[$([C&h](-,:C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)CO)C=O)!$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@@H](O)CO)[C@@H](O)[C@@H](O)CO.[OH-]>>OC[C@H](O)C(O)=C(O)[C@@H](O)CO.[OH-]	deprotonation-t3	[$([C&h](-,:C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)CO)C=O)!$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@@H](O)CO)[C@@H](O)[C@H](O)CO.[OH-]>>OC[C@H](O)C(O)=C(O)[C@H](O)CO.[OH-]	deprotonation-t3	[$([C&h](-,:C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)CO)C=O)!$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@H](O)CO)[C@H](O)[C@@H](O)CO.[OH-]>>OC[C@H](O)C(O)=C(O)[C@H](O)CO.[OH-]	deprotonation-t3	[$([C&h](-,:C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)CO)C=O)!$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@H](O)CO)[C@H](O)[C@H](O)CO.[OH-]>>OC[C@@H](O)C(O)=C(O)[C@H](O)CO.[OH-]	deprotonation-t3	[$([C&h](-,:C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)CO)C=O)!$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@@H](O)[C@@H](O)CO)[C@H](O)CO.[OH-]>>OC[C@H](O)C(O)=C(O)[C@H](O)CO.[OH-]	deprotonation-t3	[$([C&h](-,:C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)CO)C=O)!$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C([C@@H](O)[C@H](O)CO)[C@H](O)CO.[OH-]>>OC[C@@H](O)C(O)=C(O)[C@H](O)CO.[OH-]	deprotonation-t3	[$([C&h](-,:C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)CO)C=O)!$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO.[OH-]>>OCC(O)=C(O)[C@H](O)[C@@H](O)CO.[OH-]	deprotonation-t4	[$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:CO)(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)C(O)CO)C=O)!$([Ch](C(O)C(CO)(O)CO)C=O)!$([Ch](C(O)C(O)C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO.[OH-]>>OCC(O)=C(O)[C@H](O)[C@H](O)CO.[OH-]	deprotonation-t4	[$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:CO)(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)C(O)CO)C=O)!$([Ch](C(O)C(CO)(O)CO)C=O)!$([Ch](C(O)C(O)C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@@H](O)[C@@H](O)[C@@H](O)CO.[OH-]>>OCC(O)=C(O)[C@@H](O)[C@@H](O)CO.[OH-]	deprotonation-t4	[$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:CO)(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)C(O)CO)C=O)!$([Ch](C(O)C(CO)(O)CO)C=O)!$([Ch](C(O)C(O)C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO.[OH-]>>OCC(O)=C(O)[C@@H](O)[C@H](O)CO.[OH-]	deprotonation-t4	[$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:CO)(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)C(O)CO)C=O)!$([Ch](C(O)C(CO)(O)CO)C=O)!$([Ch](C(O)C(O)C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@H](O)[C@H](O)[C@@H](O)CO.[OH-]>>OCC(O)=C(O)[C@H](O)[C@@H](O)CO.[OH-]	deprotonation-t4	[$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:CO)(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)C(O)CO)C=O)!$([Ch](C(O)C(CO)(O)CO)C=O)!$([Ch](C(O)C(O)C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@H](O)[C@H](O)[C@H](O)CO.[OH-]>>OCC(O)=C(O)[C@H](O)[C@H](O)CO.[OH-]	deprotonation-t4	[$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:CO)(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)C(O)CO)C=O)!$([Ch](C(O)C(CO)(O)CO)C=O)!$([Ch](C(O)C(O)C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@H](O)[C@@H](O)[C@@H](O)CO.[OH-]>>OCC(O)=C(O)[C@@H](O)[C@@H](O)CO.[OH-]	deprotonation-t4	[$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:CO)(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)C(O)CO)C=O)!$([Ch](C(O)C(CO)(O)CO)C=O)!$([Ch](C(O)C(O)C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@H](O)[C@@H](O)[C@H](O)CO.[OH-]>>OCC(O)=C(O)[C@@H](O)[C@H](O)CO.[OH-]	deprotonation-t4	[$([C&h](-,:C(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:CO)(-,:O)C(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:CO)(-,:O)CO)C=O)&!$([C&h](-,:C(-,:O)C(-,:O)C(-,:O)CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)C(O)CO)C=O)!$([Ch](C(CO)(O)C(O)CO)C=O)!$([Ch](C(O)C(CO)(O)CO)C=O)!$([Ch](C(O)C(O)C(O)CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C[C@@H](O)C(O)(CO)CO.[OH-]>>OC=C(O)C(O)(CO)CO.[OH-]	deprotonation-t6	[$([C&h](-,:C(-,:O)(-,:CO)-,:CO)C=O)&!$([C&h](-,:C(-,:O)(-,:C(-,:O)CO)-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)(CO)(CO))C=O)!$([Ch](C(O)(C(O)CO)(CO))C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@@H](O)C(O)(CO)CO.[OH-]>>OCC(O)=C(O)C(O)(CO)CO.[OH-]	deprotonation-t6	[$([C&h](-,:C(-,:O)(-,:CO)-,:CO)C=O)&!$([C&h](-,:C(-,:O)(-,:C(-,:O)CO)-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)(CO)(CO))C=O)!$([Ch](C(O)(C(O)CO)(CO))C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C[C@H](O)C(O)(CO)CO.[OH-]>>OC=C(O)C(O)(CO)CO.[OH-]	deprotonation-t6	[$([C&h](-,:C(-,:O)(-,:CO)-,:CO)C=O)&!$([C&h](-,:C(-,:O)(-,:C(-,:O)CO)-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)(CO)(CO))C=O)!$([Ch](C(O)(C(O)CO)(CO))C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@H](O)C(O)(CO)CO.[OH-]>>OCC(O)=C(O)C(O)(CO)CO.[OH-]	deprotonation-t6	[$([C&h](-,:C(-,:O)(-,:CO)-,:CO)C=O)&!$([C&h](-,:C(-,:O)(-,:C(-,:O)CO)-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch](C(O)(CO)(CO))C=O)!$([Ch](C(O)(C(O)CO)(CO))C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
